filename,true,condition,b,c,e,rule_branch,pred_passthrough,prob_passthrough,ptrue_passthrough,pred_gamma,prob_gamma,ptrue_gamma,pred_clahe,prob_clahe,ptrue_clahe,pred_stretch,prob_stretch,ptrue_stretch
data\gtsrb\GTSRB\Training\00011\00022_00029.ppm,11,clean,0.352926,0.785217,0.049666,passthrough,11,0.220448,0.220448,11,0.126902,0.126902,25,0.136874,0.064023,19,0.338655,0.013297
data\gtsrb\GTSRB\Training\00011\00022_00029.ppm,11,lowlight,0.263208,0.830094,0.054201,passthrough,19,0.410605,0.010324,3,0.226357,0.028335,19,0.217744,0.017652,19,0.335269,0.01193
data\gtsrb\GTSRB\Training\00011\00022_00029.ppm,11,foggy,0.581174,0.431807,0.045383,stretch,12,0.173149,0.107133,11,0.117315,0.117315,25,0.289296,0.038524,25,0.247604,0.078712
data\gtsrb\GTSRB\Training\00011\00022_00029.ppm,11,lowcontrast,0.354385,0.236093,0.033163,passthrough,13,0.293253,0.017643,12,0.114967,0.075349,25,0.200205,0.02165,20,0.141824,0.085908
data\gtsrb\GTSRB\Training\00011\00022_00029.ppm,11,noisy,0.350255,0.754602,0.268487,passthrough,40,0.115795,0.033729,40,0.190121,0.034864,40,0.315531,0.026446,3,0.136476,0.040754
data\gtsrb\GTSRB\Training\00011\00022_00029.ppm,11,mixed,0.547678,0.272961,0.03647,stretch,12,0.196943,0.058785,12,0.096775,0.08664,25,0.564784,0.060233,12,0.172685,0.097234
data\gtsrb\GTSRB\Training\00011\00008_00005.ppm,11,clean,0.567909,0.419585,0.238243,passthrough,11,0.975996,0.975996,11,0.957778,0.957778,11,0.924866,0.924866,11,0.977749,0.977749
data\gtsrb\GTSRB\Training\00011\00008_00005.ppm,11,lowlight,0.276831,0.583326,0.218722,passthrough,11,0.83354,0.83354,11,0.973301,0.973301,11,0.876997,0.876997,11,0.691769,0.691769
data\gtsrb\GTSRB\Training\00011\00008_00005.ppm,11,foggy,0.699107,0.230682,0.233363,passthrough,11,0.943709,0.943709,11,0.923318,0.923318,11,0.797634,0.797634,11,0.938081,0.938081
data\gtsrb\GTSRB\Training\00011\00008_00005.ppm,11,lowcontrast,0.56147,0.125571,0.110914,passthrough,11,0.890194,0.890194,11,0.851444,0.851444,11,0.825504,0.825504,11,0.947623,0.947623
data\gtsrb\GTSRB\Training\00011\00008_00005.ppm,11,noisy,0.560337,0.41974,0.339397,passthrough,11,0.974181,0.974181,11,0.981285,0.981285,11,0.888539,0.888539,11,0.97927,0.97927
data\gtsrb\GTSRB\Training\00011\00008_00005.ppm,11,mixed,0.671656,0.151862,0.176131,passthrough,11,0.925426,0.925426,11,0.87868,0.87868,11,0.771555,0.771555,11,0.936941,0.936941
data\gtsrb\GTSRB\Training\00011\00014_00009.ppm,11,clean,0.205276,0.177484,0.181511,passthrough,11,0.954221,0.954221,11,0.940044,0.940044,11,0.811132,0.811132,11,0.866686,0.866686
data\gtsrb\GTSRB\Training\00011\00014_00009.ppm,11,lowlight,0.013313,0.041741,0.054656,gamma,11,0.62819,0.62819,11,0.922633,0.922633,11,0.192447,0.192447,19,0.65784,0.006223
data\gtsrb\GTSRB\Training\00011\00014_00009.ppm,11,foggy,0.499944,0.097576,0.061404,clahe,11,0.398183,0.398183,11,0.590592,0.590592,11,0.771103,0.771103,11,0.657793,0.657793
data\gtsrb\GTSRB\Training\00011\00014_00009.ppm,11,lowcontrast,0.198574,0.053522,0.0,clahe,11,0.407523,0.407523,11,0.221692,0.221692,11,0.622726,0.622726,11,0.906532,0.906532
data\gtsrb\GTSRB\Training\00011\00014_00009.ppm,11,noisy,0.205012,0.213781,0.367072,passthrough,11,0.644527,0.644527,11,0.807266,0.807266,23,0.178511,0.10153,11,0.419883,0.419883
data\gtsrb\GTSRB\Training\00011\00014_00009.ppm,11,mixed,0.278453,0.045322,0.05668,clahe,20,0.251804,0.057611,11,0.184181,0.184181,11,0.284463,0.284463,11,0.521209,0.521209
data\gtsrb\GTSRB\Training\00011\00011_00018.ppm,11,clean,0.386577,0.404341,0.305224,passthrough,11,0.937592,0.937592,11,0.968617,0.968617,11,0.932151,0.932151,11,0.935227,0.935227
data\gtsrb\GTSRB\Training\00011\00011_00018.ppm,11,lowlight,0.12191,0.459025,0.136567,passthrough,11,0.268055,0.268055,11,0.809356,0.809356,11,0.241891,0.241891,11,0.124425,0.124425
data\gtsrb\GTSRB\Training\00011\00011_00018.ppm,11,foggy,0.599466,0.222221,0.191294,passthrough,11,0.849043,0.849043,11,0.660316,0.660316,11,0.686143,0.686143,11,0.937284,0.937284
data\gtsrb\GTSRB\Training\00011\00011_00018.ppm,11,lowcontrast,0.378987,0.121539,0.099254,passthrough,11,0.585368,0.585368,11,0.566904,0.566904,11,0.549514,0.549514,11,0.88351,0.88351
data\gtsrb\GTSRB\Training\00011\00011_00018.ppm,11,noisy,0.382963,0.413726,0.346517,passthrough,11,0.926661,0.926661,11,0.967607,0.967607,11,0.836376,0.836376,11,0.904521,0.904521
data\gtsrb\GTSRB\Training\00011\00011_00018.ppm,11,mixed,0.378572,0.228559,0.345522,passthrough,11,0.753802,0.753802,11,0.751236,0.751236,11,0.211437,0.211437,11,0.716917,0.716917
data\gtsrb\GTSRB\Training\00011\00019_00012.ppm,11,clean,0.23386,0.468835,0.151434,passthrough,11,0.957819,0.957819,11,0.899756,0.899756,11,0.674623,0.674623,11,0.942635,0.942635
data\gtsrb\GTSRB\Training\00011\00019_00012.ppm,11,lowlight,0.078459,0.394153,0.100358,gamma,11,0.531908,0.531908,11,0.910615,0.910615,11,0.556729,0.556729,11,0.259668,0.259668
data\gtsrb\GTSRB\Training\00011\00019_00012.ppm,11,foggy,0.515381,0.25796,0.148746,passthrough,11,0.920671,0.920671,11,0.748678,0.748678,11,0.717596,0.717596,11,0.897087,0.897087
data\gtsrb\GTSRB\Training\00011\00019_00012.ppm,11,lowcontrast,0.23716,0.140925,0.141577,passthrough,11,0.811885,0.811885,11,0.734664,0.734664,11,0.398832,0.398832,11,0.92616,0.92616
data\gtsrb\GTSRB\Training\00011\00019_00012.ppm,11,noisy,0.235927,0.469652,0.341398,passthrough,11,0.91062,0.91062,11,0.743246,0.743246,11,0.265864,0.265864,11,0.864353,0.864353
data\gtsrb\GTSRB\Training\00011\00019_00012.ppm,11,mixed,0.234061,0.269645,0.256272,passthrough,11,0.838232,0.838232,11,0.761313,0.761313,11,0.269535,0.269535,11,0.820929,0.820929
data\gtsrb\GTSRB\Training\00011\00018_00026.ppm,11,clean,0.369825,0.5799,0.189374,passthrough,11,0.864222,0.864222,11,0.773526,0.773526,11,0.743558,0.743558,11,0.348202,0.348202
data\gtsrb\GTSRB\Training\00011\00018_00026.ppm,11,lowlight,0.166037,0.560668,0.137339,passthrough,13,0.144032,0.023067,11,0.658888,0.658888,13,0.095485,0.071236,19,0.106459,0.013299
data\gtsrb\GTSRB\Training\00011\00018_00026.ppm,11,foggy,0.590307,0.318557,0.165144,passthrough,25,0.218872,0.171893,11,0.393889,0.393889,12,0.221761,0.09756,11,0.222128,0.222128
data\gtsrb\GTSRB\Training\00011\00018_00026.ppm,11,lowcontrast,0.372671,0.173774,0.127309,passthrough,25,0.348009,0.049848,25,0.226578,0.224798,12,0.221009,0.05992,11,0.398395,0.398395
data\gtsrb\GTSRB\Training\00011\00018_00026.ppm,11,noisy,0.368969,0.577124,0.330387,passthrough,11,0.222734,0.222734,11,0.282635,0.282635,11,0.142135,0.142135,23,0.191157,0.077133
data\gtsrb\GTSRB\Training\00011\00018_00026.ppm,11,mixed,0.434151,0.375775,0.143396,passthrough,13,0.242863,0.019756,18,0.156287,0.079843,18,0.263407,0.045187,12,0.156008,0.059293
data\gtsrb\GTSRB\Training\00011\00002_00028.ppm,11,clean,0.740427,0.56881,0.1189,passthrough,11,0.716157,0.716157,11,0.677281,0.677281,11,0.617695,0.617695,11,0.644094,0.644094
data\gtsrb\GTSRB\Training\00011\00002_00028.ppm,11,lowlight,0.588629,0.81148,0.120577,passthrough,11,0.773061,0.773061,11,0.742458,0.742458,11,0.775483,0.775483,11,0.773314,0.773314
data\gtsrb\GTSRB\Training\00011\00002_00028.ppm,11,foggy,0.794206,0.312945,0.113701,passthrough,11,0.682392,0.682392,11,0.763836,0.763836,11,0.521033,0.521033,11,0.687908,0.687908
data\gtsrb\GTSRB\Training\00011\00002_00028.ppm,11,lowcontrast,0.737927,0.170534,0.107776,passthrough,11,0.712022,0.712022,11,0.706818,0.706818,11,0.480403,0.480403,11,0.715428,0.715428
data\gtsrb\GTSRB\Training\00011\00002_00028.ppm,11,noisy,0.720139,0.548776,0.222148,passthrough,11,0.565494,0.565494,11,0.673877,0.673877,11,0.366775,0.366775,11,0.537484,0.537484
data\gtsrb\GTSRB\Training\00011\00002_00028.ppm,11,mixed,0.60941,0.753091,0.133154,passthrough,11,0.741191,0.741191,11,0.63792,0.63792,11,0.517393,0.517393,11,0.78632,0.78632
data\gtsrb\GTSRB\Training\00011\00006_00029.ppm,11,clean,0.375542,0.421922,0.158283,passthrough,11,0.90301,0.90301,11,0.887039,0.887039,11,0.811815,0.811815,11,0.838207,0.838207
data\gtsrb\GTSRB\Training\00011\00006_00029.ppm,11,lowlight,0.118346,0.406063,0.083886,gamma,11,0.388813,0.388813,11,0.784335,0.784335,11,0.38565,0.38565,30,0.123856,0.110033
data\gtsrb\GTSRB\Training\00011\00006_00029.ppm,11,foggy,0.593406,0.231674,0.107831,passthrough,11,0.719503,0.719503,11,0.638243,0.638243,11,0.533835,0.533835,11,0.901108,0.901108
data\gtsrb\GTSRB\Training\00011\00006_00029.ppm,11,lowcontrast,0.374409,0.126505,0.042018,passthrough,11,0.516521,0.516521,11,0.426481,0.426481,11,0.399121,0.399121,11,0.845739,0.845739
data\gtsrb\GTSRB\Training\00011\00006_00029.ppm,11,noisy,0.373896,0.436156,0.34247,passthrough,11,0.735428,0.735428,11,0.8542,0.8542,11,0.421079,0.421079,11,0.556753,0.556753
data\gtsrb\GTSRB\Training\00011\00006_00029.ppm,11,mixed,0.382431,0.32126,0.10256,passthrough,11,0.803106,0.803106,11,0.685331,0.685331,11,0.683573,0.683573,11,0.719029,0.719029
data\gtsrb\GTSRB\Training\00011\00000_00003.ppm,11,clean,0.102218,0.043305,0.0,gamma,11,0.220692,0.220692,19,0.166786,0.017429,11,0.207813,0.207813,19,0.719164,0.004719
data\gtsrb\GTSRB\Training\00011\00000_00003.ppm,11,lowlight,1.4e-05,0.000458,0.0,gamma,19,0.678724,0.005588,19,0.809857,0.00306,20,0.550412,0.005977,19,0.652923,0.006398
data\gtsrb\GTSRB\Training\00011\00000_00003.ppm,11,foggy,0.442988,0.023877,0.0,clahe,32,0.196725,0.019801,31,0.223599,0.03581,13,0.231659,0.175112,32,0.21487,0.024688
data\gtsrb\GTSRB\Training\00011\00000_00003.ppm,11,lowcontrast,0.099485,0.01349,0.0,gamma,20,0.276387,0.020136,32,0.170727,0.007886,13,0.137868,0.071927,19,0.652923,0.006398
data\gtsrb\GTSRB\Training\00011\00000_00003.ppm,11,noisy,0.109736,0.120677,0.321429,gamma,13,0.134402,0.015534,13,0.175839,0.010121,20,0.284448,0.002482,25,0.219852,0.018514
data\gtsrb\GTSRB\Training\00011\00000_00003.ppm,11,mixed,0.099801,0.089422,0.223502,gamma,36,0.103985,0.014438,40,0.231352,0.011273,19,0.286584,0.000934,23,0.256048,0.024916
data\gtsrb\GTSRB\Training\00011\00029_00004.ppm,11,clean,0.610819,0.504937,0.285091,passthrough,11,0.913689,0.913689,11,0.935742,0.935742,11,0.824018,0.824018,11,0.915326,0.915326
data\gtsrb\GTSRB\Training\00011\00029_00004.ppm,11,lowlight,0.343287,0.60907,0.260364,passthrough,11,0.649897,0.649897,11,0.875766,0.875766,11,0.395898,0.395898,11,0.317726,0.317726
data\gtsrb\GTSRB\Training\00011\00029_00004.ppm,11,foggy,0.722674,0.277393,0.262182,passthrough,11,0.820926,0.820926,11,0.709132,0.709132,11,0.65047,0.65047,11,0.86484,0.86484
data\gtsrb\GTSRB\Training\00011\00029_00004.ppm,11,lowcontrast,0.605382,0.1514,0.228364,passthrough,11,0.518077,0.518077,11,0.458385,0.458385,11,0.540482,0.540482,11,0.741181,0.741181
data\gtsrb\GTSRB\Training\00011\00029_00004.ppm,11,noisy,0.603996,0.508987,0.340727,passthrough,11,0.806061,0.806061,11,0.833549,0.833549,11,0.538926,0.538926,11,0.810534,0.810534
data\gtsrb\GTSRB\Training\00011\00029_00004.ppm,11,mixed,0.573948,0.402443,0.259636,passthrough,11,0.656343,0.656343,11,0.504403,0.504403,11,0.479804,0.479804,11,0.784663,0.784663
data\gtsrb\GTSRB\Training\00011\00010_00028.ppm,11,clean,0.36996,0.38743,0.198071,passthrough,11,0.840549,0.840549,11,0.895971,0.895971,11,0.482005,0.482005,11,0.652801,0.652801
data\gtsrb\GTSRB\Training\00011\00010_00028.ppm,11,lowlight,0.10385,0.392575,0.102469,gamma,11,0.278625,0.278625,11,0.741796,0.741796,40,0.147978,0.129912,23,0.186085,0.004417
data\gtsrb\GTSRB\Training\00011\00010_00028.ppm,11,foggy,0.590362,0.21288,0.136497,passthrough,11,0.296136,0.296136,25,0.455968,0.365143,11,0.311901,0.311901,11,0.661268,0.661268
data\gtsrb\GTSRB\Training\00011\00010_00028.ppm,11,lowcontrast,0.363348,0.11653,0.070293,passthrough,25,0.269706,0.084029,25,0.520457,0.233462,20,0.176856,0.137975,11,0.637666,0.637666
data\gtsrb\GTSRB\Training\00011\00010_00028.ppm,11,noisy,0.366927,0.398544,0.352701,passthrough,11,0.403051,0.403051,11,0.632165,0.632165,23,0.201108,0.182521,11,0.208864,0.208864
data\gtsrb\GTSRB\Training\00011\00010_00028.ppm,11,mixed,0.509846,0.280415,0.257253,passthrough,11,0.585905,0.585905,25,0.41122,0.348076,11,0.17123,0.17123,11,0.700268,0.700268
data\gtsrb\GTSRB\Training\00012\00044_00016.ppm,12,clean,0.312234,0.199535,0.161616,passthrough,12,0.930688,0.930688,12,0.771547,0.771547,12,0.534569,0.534569,12,0.380933,0.380933
data\gtsrb\GTSRB\Training\00012\00044_00016.ppm,12,lowlight,0.041779,0.167248,0.014141,gamma,19,0.188565,0.069636,12,0.523882,0.523882,12,0.381202,0.381202,19,0.583657,0.003953
data\gtsrb\GTSRB\Training\00012\00044_00016.ppm,12,foggy,0.558671,0.109506,0.025253,stretch,12,0.466192,0.466192,32,0.239042,0.035653,12,0.38275,0.38275,12,0.697971,0.697971
data\gtsrb\GTSRB\Training\00012\00044_00016.ppm,12,lowcontrast,0.313472,0.060239,0.009091,clahe,12,0.325128,0.325128,32,0.371266,0.05843,12,0.512072,0.512072,12,0.714867,0.714867
data\gtsrb\GTSRB\Training\00012\00044_00016.ppm,12,noisy,0.309059,0.238405,0.368687,passthrough,24,0.231942,0.084692,12,0.379532,0.379532,2,0.195261,0.006425,25,0.193617,0.019241
data\gtsrb\GTSRB\Training\00012\00044_00016.ppm,12,mixed,0.46674,0.066282,0.009091,clahe,12,0.278046,0.278046,32,0.232391,0.043065,12,0.525219,0.525219,12,0.620554,0.620554
data\gtsrb\GTSRB\Training\00012\00006_00000.ppm,12,clean,0.255084,0.152746,0.1968,passthrough,12,0.970361,0.970361,12,0.939151,0.939151,12,0.717671,0.717671,12,0.73426,0.73426
data\gtsrb\GTSRB\Training\00012\00006_00000.ppm,12,lowlight,0.021402,0.049142,0.0352,gamma,19,0.209891,0.035166,12,0.826975,0.826975,12,0.536266,0.536266,19,0.632136,0.003007
data\gtsrb\GTSRB\Training\00012\00006_00000.ppm,12,foggy,0.52736,0.083879,0.1472,clahe,12,0.671652,0.671652,11,0.166741,0.073164,12,0.620057,0.620057,12,0.828826,0.828826
data\gtsrb\GTSRB\Training\00012\00006_00000.ppm,12,lowcontrast,0.250936,0.045703,0.032,clahe,12,0.524711,0.524711,31,0.244614,0.222679,12,0.647458,0.647458,12,0.850278,0.850278
data\gtsrb\GTSRB\Training\00012\00006_00000.ppm,12,noisy,0.254369,0.192525,0.3808,passthrough,23,0.235164,0.102923,12,0.664054,0.664054,23,0.27784,0.016942,23,0.272619,0.018754
data\gtsrb\GTSRB\Training\00012\00006_00000.ppm,12,mixed,0.462726,0.045769,0.032,clahe,12,0.33252,0.33252,31,0.192027,0.052896,12,0.644915,0.644915,12,0.712909,0.712909
data\gtsrb\GTSRB\Training\00012\00038_00028.ppm,12,clean,0.117754,0.122215,0.0462,gamma,12,0.961375,0.961375,12,0.983778,0.983778,12,0.615494,0.615494,12,0.862536,0.862536
data\gtsrb\GTSRB\Training\00012\00038_00028.ppm,12,lowlight,0.002102,0.010177,0.000542,gamma,19,0.802197,0.005546,12,0.944826,0.944826,12,0.577798,0.577798,19,0.652441,0.002644
data\gtsrb\GTSRB\Training\00012\00038_00028.ppm,12,foggy,0.451835,0.067158,0.005419,clahe,12,0.921379,0.921379,12,0.29663,0.29663,12,0.885888,0.885888,12,0.979394,0.979394
data\gtsrb\GTSRB\Training\00012\00038_00028.ppm,12,lowcontrast,0.117509,0.037008,0.002032,gamma,12,0.985803,0.985803,12,0.90693,0.90693,12,0.887286,0.887286,19,0.806882,0.001401
data\gtsrb\GTSRB\Training\00012\00038_00028.ppm,12,noisy,0.124734,0.158849,0.325227,passthrough,12,0.124768,0.124768,13,0.247837,0.085267,20,0.197491,0.036219,13,0.07509,0.038265
data\gtsrb\GTSRB\Training\00012\00038_00028.ppm,12,mixed,0.038984,0.067296,0.020255,gamma,12,0.094013,0.094013,40,0.168269,0.019861,40,0.399641,0.020511,19,0.760683,0.000811
data\gtsrb\GTSRB\Training\00012\00042_00017.ppm,12,clean,0.637969,0.560982,0.293737,passthrough,12,0.943422,0.943422,12,0.977472,0.977472,12,0.816764,0.816764,12,0.816839,0.816839
data\gtsrb\GTSRB\Training\00012\00042_00017.ppm,12,lowlight,0.417735,0.781961,0.227943,passthrough,12,0.465831,0.465831,12,0.799307,0.799307,12,0.62598,0.62598,12,0.382442,0.382442
data\gtsrb\GTSRB\Training\00012\00042_00017.ppm,12,foggy,0.737766,0.308632,0.255044,passthrough,12,0.985989,0.985989,12,0.483648,0.483648,12,0.915332,0.915332,12,0.911515,0.911515
data\gtsrb\GTSRB\Training\00012\00042_00017.ppm,12,lowcontrast,0.63724,0.167709,0.090635,passthrough,12,0.91346,0.91346,10,0.185629,0.157311,12,0.897501,0.897501,12,0.972513,0.972513
data\gtsrb\GTSRB\Training\00012\00042_00017.ppm,12,noisy,0.624988,0.546181,0.330021,passthrough,12,0.858453,0.858453,12,0.955943,0.955943,12,0.580585,0.580585,12,0.711587,0.711587
data\gtsrb\GTSRB\Training\00012\00042_00017.ppm,12,mixed,0.604366,0.49243,0.233062,passthrough,12,0.975949,0.975949,12,0.988925,0.988925,12,0.892016,0.892016,12,0.923676,0.923676
data\gtsrb\GTSRB\Training\00012\00004_00011.ppm,12,clean,0.445598,0.458846,0.16,passthrough,12,0.978891,0.978891,12,0.988917,0.988917,12,0.827811,0.827811,12,0.9126,0.9126
data\gtsrb\GTSRB\Training\00012\00004_00011.ppm,12,lowlight,0.177222,0.454133,0.182069,passthrough,17,0.110389,0.079615,12,0.751635,0.751635,12,0.245715,0.245715,17,0.092714,0.049691
data\gtsrb\GTSRB\Training\00012\00004_00011.ppm,12,foggy,0.631735,0.252328,0.153103,passthrough,12,0.967824,0.967824,12,0.395987,0.395987,12,0.941802,0.941802,12,0.990049,0.990049
data\gtsrb\GTSRB\Training\00012\00004_00011.ppm,12,lowcontrast,0.440119,0.13797,0.106207,passthrough,12,0.945799,0.945799,12,0.341916,0.341916,12,0.869664,0.869664,12,0.977715,0.977715
data\gtsrb\GTSRB\Training\00012\00004_00011.ppm,12,noisy,0.441466,0.470953,0.351724,passthrough,12,0.846714,0.846714,12,0.96859,0.96859,13,0.243921,0.139734,12,0.629173,0.629173
data\gtsrb\GTSRB\Training\00012\00004_00011.ppm,12,mixed,0.208173,0.221614,0.122759,passthrough,12,0.716072,0.716072,12,0.952468,0.952468,12,0.589344,0.589344,12,0.19229,0.19229
data\gtsrb\GTSRB\Training\00012\00006_00012.ppm,12,clean,0.100922,0.060934,0.0,gamma,12,0.955325,0.955325,12,0.98722,0.98722,12,0.942104,0.942104,19,0.846179,0.000891
data\gtsrb\GTSRB\Training\00012\00006_00012.ppm,12,lowlight,9.4e-05,0.001305,0.0,gamma,19,0.751646,0.001732,19,0.375621,0.000976,20,0.367446,0.004434,19,0.652923,0.002594
data\gtsrb\GTSRB\Training\00012\00006_00012.ppm,12,foggy,0.442656,0.033561,0.0,clahe,12,0.339167,0.339167,31,0.196751,0.052691,12,0.869211,0.869211,12,0.811076,0.811076
data\gtsrb\GTSRB\Training\00012\00006_00012.ppm,12,lowcontrast,0.098557,0.018579,0.0,gamma,12,0.119918,0.119918,12,0.300735,0.300735,12,0.91615,0.91615,19,0.652923,0.002594
data\gtsrb\GTSRB\Training\00012\00006_00012.ppm,12,noisy,0.10832,0.1217,0.317308,gamma,23,0.21124,0.01824,13,0.271035,0.007648,2,0.184075,0.002507,25,0.20769,0.009794
data\gtsrb\GTSRB\Training\00012\00006_00012.ppm,12,mixed,0.360213,0.019824,0.0,clahe,12,0.24506,0.24506,31,0.282944,0.051368,12,0.815135,0.815135,12,0.3897,0.3897
data\gtsrb\GTSRB\Training\00012\00021_00002.ppm,12,clean,0.069836,0.037105,0.0,gamma,12,0.83839,0.83839,12,0.483216,0.483216,12,0.457608,0.457608,19,0.652923,0.002594
data\gtsrb\GTSRB\Training\00012\00021_00002.ppm,12,lowlight,0.0,0.0,0.0,gamma,19,0.668256,0.002437,19,0.813157,0.001481,20,0.512899,0.00505,19,0.652923,0.002594
data\gtsrb\GTSRB\Training\00012\00021_00002.ppm,12,foggy,0.425415,0.020697,0.0,clahe,31,0.185092,0.152642,31,0.322662,0.071321,12,0.571651,0.571651,12,0.288907,0.288907
data\gtsrb\GTSRB\Training\00012\00021_00002.ppm,12,lowcontrast,0.071721,0.011773,0.0,gamma,20,0.299081,0.063459,13,0.201123,0.147204,12,0.678776,0.678776,19,0.652923,0.002594
data\gtsrb\GTSRB\Training\00012\00021_00002.ppm,12,noisy,0.084598,0.108735,0.304236,gamma,40,0.155937,0.013612,40,0.227609,0.006572,20,0.326963,0.00629,13,0.104412,0.010758
data\gtsrb\GTSRB\Training\00012\00021_00002.ppm,12,mixed,0.278743,0.002115,0.0,clahe,13,0.148254,0.024452,31,0.398658,0.059723,12,0.1602,0.1602,20,0.411988,0.037942
data\gtsrb\GTSRB\Training\00012\00006_00019.ppm,12,clean,0.269642,0.55165,0.130704,passthrough,12,0.509813,0.509813,12,0.891512,0.891512,12,0.76913,0.76913,29,0.10574,0.034526
data\gtsrb\GTSRB\Training\00012\00006_00019.ppm,12,lowlight,0.120979,0.578863,0.082303,passthrough,19,0.092907,0.017955,25,0.088706,0.084792,42,0.114997,0.02804,26,0.115216,0.01204
data\gtsrb\GTSRB\Training\00012\00006_00019.ppm,12,foggy,0.535315,0.303298,0.108316,passthrough,12,0.467899,0.467899,12,0.100791,0.100791,12,0.639778,0.639778,12,0.699926,0.699926
data\gtsrb\GTSRB\Training\00012\00006_00019.ppm,12,lowcontrast,0.266128,0.166107,0.086141,passthrough,20,0.219432,0.153873,12,0.2578,0.2578,12,0.407063,0.407063,12,0.191418,0.191418
data\gtsrb\GTSRB\Training\00012\00006_00019.ppm,12,noisy,0.268566,0.543535,0.300426,passthrough,13,0.104699,0.029712,13,0.108113,0.029499,20,0.106774,0.011071,25,0.106455,0.021962
data\gtsrb\GTSRB\Training\00012\00006_00019.ppm,12,mixed,0.432626,0.39916,0.139232,passthrough,12,0.292375,0.292375,12,0.332826,0.332826,23,0.168786,0.112003,12,0.278074,0.278074
data\gtsrb\GTSRB\Training\00012\00010_00026.ppm,12,clean,0.401569,0.496721,0.165017,passthrough,12,0.976359,0.976359,12,0.99664,0.99664,12,0.836902,0.836902,12,0.90864,0.90864
data\gtsrb\GTSRB\Training\00012\00010_00026.ppm,12,lowlight,0.160314,0.432284,0.129892,passthrough,12,0.312827,0.312827,12,0.940781,0.940781,12,0.245425,0.245425,25,0.111501,0.026722
data\gtsrb\GTSRB\Training\00012\00010_00026.ppm,12,foggy,0.607542,0.273012,0.150872,passthrough,12,0.993232,0.993232,12,0.961191,0.961191,12,0.978711,0.978711,12,0.992664,0.992664
data\gtsrb\GTSRB\Training\00012\00010_00026.ppm,12,lowcontrast,0.394115,0.148909,0.098892,passthrough,12,0.995764,0.995764,12,0.969702,0.969702,12,0.870334,0.870334,12,0.995795,0.995795
data\gtsrb\GTSRB\Training\00012\00010_00026.ppm,12,noisy,0.399633,0.508041,0.33628,passthrough,12,0.839826,0.839826,12,0.95456,0.95456,12,0.477294,0.477294,12,0.773906,0.773906
